id,baseline/000,baseline/001,baseline/002,baseline/003,baseline/004,baseline/005,baseline/006,baseline/007,baseline/008,baseline/009,baseline/010,baseline/011,baseline/012,holdout/000,holdout/001,holdout/002,holdout/003,holdout/004,holdout/005
./spec/iriq/evidence_spec.rb[1:3:1],35,41,36,37,34,40,37,43,37,38,34,35,32,26,33,26,26,25,30
./spec/iriq/evidence_spec.rb[1:4:1],71,72,69,70,60,73,72,82,63,66,59,60,59,50,67,46,49,47,53
./spec/iriq/evidence_spec.rb[1:4:2],45,50,44,45,43,47,46,58,44,44,40,41,38,31,40,30,31,32,34
./spec/iriq/evidence_spec.rb[2:1:1],67,72,64,65,60,69,66,78,64,68,62,58,59,52,66,50,49,233,70
./spec/iriq/evidence_spec.rb[2:1:2],87,105,339,363,80,358,87,396,86,88,86,78,79,261,344,66,64,65,87
./spec/iriq/evidence_spec.rb[2:1:3],60,371,68,67,56,72,65,80,61,311,60,57,267,51,57,44,216,45,56
./spec/iriq/evidence_spec.rb[2:1:4],97,97,85,87,81,91,349,103,360,85,80,292,76,66,84,231,63,60,73
./spec/iriq/evidence_spec.rb[2:2:1],139,149,133,133,122,143,135,157,135,131,356,123,115,102,126,96,97,93,114
./spec/iriq/explanation_spec.rb[1:1:1],62,65,57,59,53,62,58,68,59,56,59,54,50,43,49,41,42,42,48
./spec/iriq/explanation_spec.rb[1:1:2],48,50,46,47,44,51,48,54,48,44,44,44,41,34,37,33,33,46,39
./spec/iriq/explanation_spec.rb[1:1:3],47,48,43,44,40,47,43,54,44,41,44,43,37,33,36,32,31,30,38
./spec/iriq/explanation_spec.rb[1:1:4],38,44,39,42,37,44,40,46,40,40,38,38,34,30,32,35,27,28,33
./spec/iriq/explanation_spec.rb[1:1:5],41,47,40,42,38,45,42,47,42,40,41,38,36,30,34,36,30,30,33
./spec/iriq/extractor_spec.rb[1:1:1],41,46,45,45,38,48,42,49,43,40,42,40,39,32,36,43,33,32,37
./spec/iriq/extractor_spec.rb[1:1:2],33,37,34,36,32,38,36,40,34,33,33,33,31,26,32,25,25,25,30
./spec/iriq/extractor_spec.rb[1:1:3],42,47,42,45,39,46,43,50,42,40,40,41,37,32,36,30,31,29,40
./spec/iriq/extractor_spec.rb[1:2:1],60,66,54,62,52,65,58,68,57,56,54,53,50,42,47,42,42,196,49
./spec/iriq/extractor_spec.rb[1:2:2],48,56,282,303,50,292,50,327,52,52,47,46,44,40,43,34,38,36,69
./spec/iriq/extractor_spec.rb[1:2:3],55,328,60,60,55,67,58,71,62,272,56,56,51,43,46,41,43,43,76
./spec/iriq/extractor_spec.rb[1:2:4],65,76,64,64,60,70,280,72,294,61,58,257,258,47,49,201,198,45,68
./spec/iriq/extractor_spec.rb[1:3:1],46,59,51,47,45,52,49,52,50,49,260,47,44,35,38,34,38,33,55
./spec/iriq/extractor_spec.rb[1:3:2],44,51,45,46,42,49,47,51,46,43,47,44,41,33,37,33,34,33,43
./spec/iriq/extractor_spec.rb[1:4:1],53,56,55,51,47,57,52,61,55,47,52,48,50,38,45,39,41,35,50
./spec/iriq/extractor_spec.rb[1:4:2],46,53,47,49,43,54,48,55,47,46,47,44,43,44,37,32,35,34,42
./spec/iriq/extractor_spec.rb[1:4:3],49,53,51,49,44,54,51,56,49,46,48,53,43,38,38,34,36,34,41
./spec/iriq/extractor_spec.rb[1:4:4],48,54,48,51,48,54,50,58,50,46,46,45,44,38,40,38,36,37,52
./spec/iriq/extractor_spec.rb[1:4:5],46,55,47,48,44,50,49,56,47,45,44,44,42,34,39,33,34,34,44
./spec/iriq/extractor_spec.rb[1:4:6],43,48,44,44,40,49,45,55,47,42,45,41,39,32,36,33,31,31,41
./spec/iriq/extractor_spec.rb[1:5:1],57,68,55,56,51,59,56,70,57,55,56,52,51,40,45,39,40,38,220
./spec/iriq/extractor_spec.rb[1:5:2],46,56,49,50,46,53,48,59,49,47,46,44,43,35,207,35,36,163,60
./spec/iriq/extractor_spec.rb[1:5:3],47,55,46,47,43,51,45,60,45,44,44,50,41,175,42,32,36,35,44
./spec/iriq/extractor_spec.rb[1:5:4],50,58,241,244,48,253,52,283,53,50,50,49,46,40,43,37,39,37,52
./spec/iriq/extractor_spec.rb[1:6:1],254,57,52,50,49,55,48,60,51,49,49,46,46,39,41,35,35,35,48
./spec/iriq/extractor_spec.rb[1:6:2],46,56,48,47,44,52,234,53,46,44,46,42,41,34,36,158,34,32,39
./spec/iriq/extractor_spec.rb[1:6:3],44,51,46,45,42,51,45,53,43,43,42,43,39,32,35,33,32,31,37
./spec/iriq/extractor_spec.rb[1:6:4],43,49,45,44,43,49,45,50,44,43,41,40,38,32,34,31,31,30,36
./spec/iriq/extractor_spec.rb[1:6:5],126,59,52,53,49,57,53,58,52,49,48,48,199,38,43,37,38,36,44
./spec/iriq/extractor_spec.rb[1:7:1],64,56,51,52,51,55,53,57,226,48,49,222,44,37,39,36,39,36,62
./spec/iriq/extractor_spec.rb[1:7:2],74,53,48,48,44,51,48,54,49,44,45,47,42,34,37,33,41,32,59
./spec/iriq/extractor_spec.rb[1:8:1],44,42,37,39,34,41,39,43,38,35,37,35,34,31,29,28,29,29,46
./spec/iriq/extractor_spec.rb[1:8:2],37,38,34,36,32,37,37,43,36,31,34,34,31,26,27,25,29,24,33
./spec/iriq/extractor_spec.rb[1:8:3],49,51,45,46,41,49,47,51,45,42,44,43,40,33,36,32,34,32,39
./spec/iriq/extractor_spec.rb[1:9:1],61,63,57,59,53,62,60,83,56,54,54,61,52,43,47,41,42,40,73
./spec/iriq/extractor_spec.rb[1:9:2],54,57,51,52,50,57,55,60,52,48,48,49,47,37,41,36,38,36,54
./spec/iriq/extractor_spec.rb[1:10:1],107,114,108,107,101,114,116,214,358,98,100,108,99,85,95,85,82,83,113
./spec/iriq/extractor_spec.rb[1:11:1],52,58,52,53,48,62,54,184,123,50,49,49,47,38,43,37,38,37,53
./spec/iriq/extractor_spec.rb[1:12:1],93,105,95,97,88,104,97,212,198,90,89,90,85,70,223,67,69,67,223
./spec/iriq/extractor_spec.rb[1:13:1],38,44,40,39,36,42,44,80,82,36,37,37,34,29,32,29,29,30,36
./spec/iriq/extractor_spec.rb[1:13:2],36,47,172,38,35,223,37,359,83,35,34,36,34,149,29,27,27,27,63
./spec/iriq/extractor_spec.rb[1:13:3],35,216,38,38,36,41,37,84,76,182,33,33,34,29,29,27,151,26,30
./spec/iriq/extractor_spec.rb[1:13:4],199,46,38,38,37,42,38,79,64,38,35,194,34,29,29,27,31,27,39
./spec/iriq/extractor_spec.rb[1:13:5],38,40,35,36,33,42,198,91,44,35,33,34,31,26,27,28,26,27,35
./spec/iriq/extractor_spec.rb[1:14:1],52,58,52,52,48,57,53,116,59,49,52,48,49,38,40,38,41,36,46
./spec/iriq/extractor_spec.rb[1:14:2],56,63,57,61,54,66,60,118,62,55,55,54,55,42,49,41,42,42,60
./spec/iriq/extractor_spec.rb[1:14:3],35,39,36,37,34,40,9229,79,38,37,34,33,36,29,28,26,27,26,33
./spec/iriq/extractor_spec.rb[1:14:4],38,43,39,38,35,39,140,72,38,33,35,39,32,26,28,26,28,26,32
./spec/iriq/extractor_spec.rb[1:14:5],43,50,46,46,43,50,8585,94,48,43,43,43,40,34,36,37,33,34,40
./spec/iriq/extractor_spec.rb[1:14:6],45,54,49,50,46,54,75,113,50,47,45,45,45,37,38,35,36,41,41
./spec/iriq/extractor_spec.rb[1:14:7],47,54,49,49,45,53,64,110,51,46,47,46,44,36,37,35,36,37,40
./spec/iriq/extractor_spec.rb[1:14:8],46,53,49,49,44,56,55,100,49,46,45,46,44,38,39,33,35,44,53
./spec/iriq/extractor_spec.rb[1:14:9],44,50,49,46,44,51,53,137,47,44,43,46,42,34,35,32,33,32,118
./spec/iriq/extractor_spec.rb[1:14:10],46,52,48,48,47,52,52,124,50,46,45,49,43,35,97,37,40,34,50
./spec/iriq/extractor_spec.rb[1:14:11],52,57,51,56,48,57,56,111,54,49,49,47,44,41,40,39,37,40,42
./spec/iriq/extractor_spec.rb[1:14:12],53,59,115,55,50,58,58,208,60,53,54,50,48,79,42,39,40,38,58
./spec/iriq/extractor_spec.rb[1:14:13],102,52,50,46,42,51,47,110,47,48,44,43,44,34,37,33,33,33,40
./spec/iriq/extractor_spec.rb[1:14:14],41,44,37,37,35,39,104,76,40,34,34,39,32,26,27,29,29,24,31
./spec/iriq/extractor_spec.rb[1:14:15],51,57,51,51,46,55,56,112,55,48,52,46,45,37,40,36,37,36,43
./spec/iriq/extractor_spec.rb[1:14:16],43,48,43,43,39,47,47,92,44,42,41,41,38,32,35,31,31,31,36
./spec/iriq/extractor_spec.rb[1:14:17],34,38,34,35,32,37,41,73,35,32,33,32,30,25,53,24,24,24,28
./spec/iriq/extractor_spec.rb[1:14:18],46,49,45,44,40,49,60,98,46,44,42,42,39,32,52,31,32,81,58
./spec/iriq/extractor_spec.rb[1:15:1],49,54,50,52,45,57,55,108,52,6528,46,47,89,35,46,35,35,34,51
./spec/iriq/extractor_spec.rb[1:15:2],45,53,47,47,93,53,50,100,107,173,42,43,43,34,72,32,32,32,45
./spec/iriq/extractor_spec.rb[1:15:3],45,213,56,47,43,53,49,98,53,150,44,131,42,34,49,34,36,33,42
./spec/iriq/extractor_spec.rb[1:15:4],49,125,52,49,45,56,56,106,52,105,97,46,44,36,48,35,36,37,42
./spec/iriq/extractor_spec.rb[1:15:5],50,112,53,54,49,91,55,113,56,106,51,50,48,39,46,38,38,37,43
./spec/iriq/extractor_spec.rb[1:15:6],47,102,51,49,46,94,53,105,50,96,46,47,44,36,42,34,36,34,40
./spec/iriq/extractor_spec.rb[1:15:7],52,108,55,54,50,75,285,112,55,100,50,49,48,38,107,38,39,37,110
./spec/iriq/extractor_spec.rb[1:15:8],34,71,36,35,32,48,153,84,36,67,33,33,31,26,30,25,26,27,30
./spec/iriq/extractor_spec.rb[1:15:9],56,114,59,59,54,75,206,117,62,180,55,54,51,42,49,40,41,39,49
./spec/iriq/extractor_spec.rb[1:16:1],52,103,56,51,49,64,109,100,55,235,48,49,46,81,44,37,40,36,53
./spec/iriq/extractor_spec.rb[1:16:2],116,75,41,41,37,51,351,81,39,74,35,37,33,32,34,28,28,28,41
./spec/iriq/extractor_spec.rb[1:16:3],50,140,51,49,46,59,116,131,50,127,47,48,44,38,39,36,35,45,48
./spec/iriq/extractor_spec.rb[1:16:4],35,59,39,36,34,41,767,84,38,71,33,34,31,28,28,26,25,25,40
./spec/iriq/extractor_spec.rb[1:16:5],34,43,35,35,33,39,94,84,36,77,33,33,31,26,28,25,26,24,35
./spec/iriq/extractor_spec.rb[1:16:6],64,78,65,128,60,142,85,155,99,162,64,62,58,48,53,45,48,46,65
./spec/iriq/extractor_spec.rb[1:16:7],35,39,38,38,36,50,196,102,76,86,35,34,92,27,29,26,27,27,30
./spec/iriq/extractor_spec.rb[1:16:8],59,153,60,59,123,65,96,140,160,124,52,56,53,43,46,95,95,41,57
./spec/iriq/extractor_spec.rb[1:16:9],46,54,49,50,47,55,59,123,61,99,45,50,43,35,38,41,36,36,52
./spec/iriq/extractor_spec.rb[1:16:10],61,68,64,65,59,71,68,159,73,124,128,61,58,46,49,45,46,45,60
./spec/iriq/extractor_spec.rb[1:17:1],52,60,57,55,51,63,81,134,65,108,54,54,53,41,45,40,39,39,46
./spec/iriq/extractor_spec.rb[1:17:2],63,67,63,67,60,76,167,152,70,131,62,59,55,48,50,45,46,44,52
./spec/iriq/identifier_spec.rb[1:1:1],46,51,48,48,44,59,128,91,54,99,45,44,44,36,43,33,35,33,51
./spec/iriq/identifier_spec.rb[1:1:2],37,42,44,39,35,44,90,55,44,78,36,37,36,29,34,28,28,28,41
./spec/iriq/identifier_spec.rb[1:1:3],37,40,124,40,36,48,110,53,43,75,37,38,35,30,32,28,28,28,37
./spec/iriq/identifier_spec.rb[1:1:4],35,34,36,34,30,37,62,41,35,131,32,30,31,25,27,23,25,23,29
./spec/iriq/identifier_spec.rb[1:1:5],123,44,45,44,40,48,159,146,45,52,39,40,38,96,36,30,31,30,36
./spec/iriq/identifier_spec.rb[1:1:6],43,43,43,44,38,43,165,50,164,46,39,37,36,35,33,29,28,29,37
./spec/iriq/identifier_spec.rb[1:2:1],56,57,56,56,50,57,207,70,162,60,51,52,48,42,44,39,39,42,49
./spec/iriq/inflector_spec.rb[1:1:1],40,45,42,123,37,126,133,50,110,44,38,40,36,31,35,28,30,29,36
./spec/iriq/inflector_spec.rb[1:2:1],4753,33422,5760,4639,3917,5396,6422,14515,7459,4191,4155,4353,4059,5069,3741,3542,3303,3552,4223
./spec/iriq/inflector_spec.rb[1:2:2],219,384,258,174,162,181,200,390,195,160,155,153,148,133,156,119,120,125,145
./spec/iriq/inflector_spec.rb[1:3:1],275,362,184,186,174,200,298,529,211,187,172,169,160,205,170,131,132,136,176
./spec/iriq/inflector_spec.rb[1:4:1],46,101,50,47,43,48,52,98,51,45,48,41,40,34,40,34,36,33,42
./spec/iriq/inflector_spec.rb[1:4:2],37,75,40,41,38,39,42,77,41,40,36,36,36,30,31,28,28,27,44
./spec/iriq/inflector_spec.rb[1:4:3],35,74,37,39,34,37,37,71,38,37,35,34,32,27,29,27,27,27,34
./spec/iriq/inflector_spec.rb[1:4:4],34,72,36,37,33,40,37,70,40,35,35,33,31,26,29,26,25,26,29
./spec/iriq/inflector_spec.rb[1:4:5],34,84,37,40,34,38,36,72,132,35,34,33,35,27,29,26,27,25,30
./spec/iriq/inflector_spec.rb[1:4:6],31,96,36,35,111,35,35,69,38,37,32,33,32,24,27,24,24,84,27
./spec/iriq/inflector_spec.rb[1:4:7],33,87,35,35,35,36,34,69,37,33,31,31,31,26,27,85,25,25,27
./spec/iriq/inflector_spec.rb[1:4:8],32,51,35,40,33,36,35,70,39,34,31,112,32,26,30,25,88,25,32
./spec/iriq/inflector_spec.rb[1:4:9],32,45,34,37,33,38,34,79,43,37,32,37,33,25,28,24,29,28,27
./spec/iriq/inflector_spec.rb[1:4:10],47,50,38,33,35,35,34,68,33,33,30,37,29,25,28,23,28,30,26
./spec/iriq/inflector_spec.rb[1:4:11],37,41,227,34,31,34,33,72,35,32,112,32,31,25,26,28,25,26,34
./spec/iriq/inflector_spec.rb[1:4:12],35,45,89,34,33,37,35,113,36,33,33,32,29,25,27,24,27,24,28
./spec/iriq/inflector_spec.rb[1:4:13],32,36,128,30,30,32,31,98,33,32,29,29,28,23,24,22,22,21,25
./spec/iriq/inflector_spec.rb[1:4:14],34,38,69,33,31,34,36,67,34,33,32,31,28,24,28,23,24,24,27
./spec/iriq/inflector_spec.rb[1:4:15],33,36,68,32,30,33,32,65,38,32,31,30,28,24,25,22,23,22,26
./spec/iriq/inflector_spec.rb[1:4:16],32,36,99,32,31,33,32,70,32,31,29,30,28,24,25,22,23,22,40
./spec/iriq/inflector_spec.rb[1:4:17],32,37,71,32,30,33,33,64,34,32,30,30,26,26,26,22,24,23,32
./spec/iriq/inflector_spec.rb[1:4:18],29,34,181,33,31,31,31,85,35,30,29,29,26,23,24,21,22,21,28
./spec/iriq/inflector_spec.rb[1:4:19],31,36,40,32,29,32,32,67,35,31,28,33,28,23,94,22,23,24,101
./spec/iriq/inflector_spec.rb[1:4:20],29,33,34,32,28,33,31,71,31,29,27,28,25,24,25,21,21,23,28
./spec/iriq/inflector_spec.rb[1:4:21],30,34,37,31,32,32,31,63,35,30,30,29,27,23,26,21,22,23,26
./spec/iriq/inflector_spec.rb[1:4:22],34,43,39,34,32,35,35,75,38,37,32,39,30,26,29,23,25,24,30
./spec/iriq/inflector_spec.rb[1:4:23],33,43,121,34,33,38,39,69,35,34,37,32,30,25,27,26,25,25,42
./spec/iriq/inflector_spec.rb[1:4:24],33,39,37,35,35,36,35,70,38,113,34,35,30,25,28,23,25,24,40
./spec/iriq/inflector_spec.rb[1:4:25],32,38,35,34,35,34,34,69,35,35,32,32,30,24,27,24,24,24,33
./spec/iriq/inflector_spec.rb[1:4:26],31,36,34,30,28,30,33,68,30,31,28,28,26,25,24,23,21,20,28
./spec/iriq/inflector_spec.rb[1:4:27],33,36,34,33,32,33,34,68,35,33,31,30,29,26,29,23,24,23,29
./spec/iriq/inflector_spec.rb[1:4:28],29,32,30,29,27,29,31,59,33,32,29,28,26,23,23,20,21,20,24
./spec/iriq/inflector_spec.rb[1:4:29],33,32,30,29,27,30,31,59,32,29,27,27,25,23,23,21,23,20,23
./spec/iriq/inflector_spec.rb[1:4:30],31,32,30,30,28,29,30,59,30,30,27,27,26,23,23,20,21,20,25
./spec/iriq/inflector_spec.rb[1:4:31],28,32,31,109,27,32,30,95,30,29,27,27,91,22,23,20,22,20,24
./spec/iriq/inflector_spec.rb[1:4:32],29,32,30,31,28,30,29,66,112,30,27,27,28,22,23,20,21,20,23
./spec/iriq/inflector_spec.rb[1:4:33],29,35,32,33,30,33,31,71,34,32,29,29,28,24,25,22,23,22,25
./spec/iriq/inflector_spec.rb[1:4:34],33,40,34,35,31,35,34,71,38,33,31,32,30,25,27,84,25,25,28
./spec/iriq/inflector_spec.rb[1:4:35],33,39,34,34,34,34,34,93,36,35,32,32,31,25,26,25,24,24,28
./spec/iriq/inflector_spec.rb[1:4:36],27,33,28,29,28,29,31,64,30,29,26,30,25,21,22,20,23,21,23
./spec/iriq/inflector_spec.rb[1:4:37],27,36,29,30,27,29,28,62,30,28,27,29,24,22,23,19,21,21,37
./spec/iriq/inflector_spec.rb[1:4:38],27,31,28,31,27,28,29,79,30,28,26,27,25,21,22,20,21,20,41
./spec/iriq/inflector_spec.rb[1:4:39],27,31,29,29,27,28,28,69,29,27,100,30,25,22,23,19,21,20,29
./spec/iriq/inflector_spec.rb[1:4:40],31,37,33,34,31,33,34,90,34,33,31,31,29,25,28,22,26,22,32
./spec/iriq/inflector_spec.rb[1:4:41],39,45,40,41,37,43,41,97,41,42,38,37,38,31,34,29,30,29,35
./spec/iriq/inflector_spec.rb[1:4:42],33,39,36,33,32,32,33,74,35,34,31,33,28,25,26,23,25,23,28
./spec/iriq/inflector_spec.rb[1:4:43],32,38,34,33,31,34,35,71,35,32,31,30,28,25,27,25,24,23,29
./spec/iriq/normalizer_spec.rb[1:1:1],80,109,78,72,68,81,83,195,89,70,71,65,77,57,138,51,52,53,145
./spec/iriq/normalizer_spec.rb[1:1:2],47,56,50,49,45,48,50,111,52,48,44,44,44,37,38,34,34,34,45
./spec/iriq/normalizer_spec.rb[1:1:3],46,54,49,48,44,50,48,94,52,49,45,44,43,37,37,33,35,34,41
./spec/iriq/normalizer_spec.rb[1:1:4],66,81,152,65,59,69,72,134,76,63,59,59,57,53,59,45,45,46,58
./spec/iriq/normalizer_spec.rb[1:1:5],47,58,53,49,45,51,50,1072,54,49,45,45,44,36,44,34,35,34,40
./spec/iriq/normalizer_spec.rb[1:1:6],41,46,43,43,38,42,122,111,45,41,39,43,36,30,32,29,29,29,53
./spec/iriq/normalizer_spec.rb[1:1:7],48,58,52,52,47,49,50,175,57,49,45,45,43,93,40,35,35,35,58
./spec/iriq/normalizer_spec.rb[1:1:8],49,55,49,48,46,48,50,73,51,48,45,44,43,36,41,33,36,33,50
./spec/iriq/normalizer_spec.rb[1:1:9],47,50,47,124,44,125,48,61,49,47,43,43,41,36,39,33,36,32,42
./spec/iriq/normalizer_spec.rb[1:1:10],52,62,59,58,52,57,56,71,144,55,51,50,113,41,49,39,39,41,55
./spec/iriq/normalizer_spec.rb[1:1:11],53,149,57,57,52,58,58,70,62,56,51,51,50,41,48,38,39,90,49
./spec/iriq/normalizer_spec.rb[1:1:12],66,81,67,69,136,73,71,78,70,69,65,62,59,50,53,50,48,50,57
./spec/iriq/normalizer_spec.rb[1:1:13],53,59,54,53,50,53,54,65,55,53,50,122,48,39,42,49,39,38,46
./spec/iriq/normalizer_spec.rb[1:1:14],50,56,51,52,49,51,52,58,52,50,48,48,44,38,39,37,38,36,43
./spec/iriq/normalizer_spec.rb[1:1:15],52,56,51,50,48,51,52,57,53,53,123,47,46,39,40,34,37,35,76
./spec/iriq/normalizer_spec.rb[1:1:16],52,57,53,53,49,53,56,61,55,51,51,49,46,38,40,37,39,37,79
./spec/iriq/normalizer_spec.rb[1:1:17],54,63,58,55,52,57,59,68,60,56,50,51,49,41,46,43,40,39,48
./spec/iriq/parser_spec.rb[1:1:1],58,71,63,62,56,63,61,84,65,59,57,68,52,46,52,55,43,44,157
./spec/iriq/parser_spec.rb[1:1:2],40,48,43,44,39,43,42,49,43,42,40,39,37,31,33,38,30,30,40
./spec/iriq/parser_spec.rb[1:1:3],44,50,47,45,42,46,48,70,47,45,43,42,43,41,35,32,35,31,39
./spec/iriq/parser_spec.rb[1:1:4],35,41,40,36,34,37,37,42,37,113,34,35,34,28,31,26,27,26,32
./spec/iriq/parser_spec.rb[1:1:5],112,39,39,36,33,37,37,41,37,38,35,33,31,27,28,26,27,25,30
./spec/iriq/parser_spec.rb[1:1:6],42,43,40,40,38,40,41,46,42,42,37,37,46,31,29,30,29,27,33
./spec/iriq/parser_spec.rb[1:1:7],37,43,39,41,36,38,39,43,41,40,37,36,34,29,30,27,28,27,38
./spec/iriq/parser_spec.rb[1:1:8],41,46,43,42,39,42,43,138,46,41,41,38,36,33,33,32,30,31,38
./spec/iriq/parser_spec.rb[1:1:9],36,41,37,40,35,41,38,71,119,36,37,34,33,29,29,30,29,26,31
./spec/iriq/parser_spec.rb[1:1:10],40,43,40,41,38,42,40,59,43,39,40,37,102,31,31,28,30,28,44
./spec/iriq/parser_spec.rb[1:1:11],41,136,43,44,41,45,42,60,46,42,41,40,38,32,34,30,31,33,43
./spec/iriq/parser_spec.rb[1:1:12],39,47,46,45,38,45,43,51,44,41,38,38,37,32,33,81,29,31,44
./spec/iriq/parser_spec.rb[1:1:13],65,78,65,57,58,67,65,84,72,58,54,54,49,46,59,40,98,42,57
./spec/iriq/parser_spec.rb[1:1:14],42,50,48,40,41,43,45,51,45,42,39,41,36,30,33,31,32,29,37
./spec/iriq/parser_spec.rb[1:1:15],38,45,40,39,39,40,39,46,43,40,39,40,36,29,34,30,46,28,33
./spec/iriq/parser_spec.rb[1:1:16],37,43,39,38,37,41,39,48,40,41,37,37,34,29,32,29,30,27,49
./spec/iriq/parser_spec.rb[1:1:17],36,45,38,38,36,41,38,45,43,39,36,35,33,28,30,27,28,29,39
./spec/iriq/path_shape_spec.rb[1:1:1],37,46,40,39,35,39,38,47,44,37,37,35,33,28,34,27,29,27,40
./spec/iriq/path_shape_spec.rb[1:1:2],37,43,39,42,36,40,39,47,41,41,37,36,34,28,33,27,28,26,35
./spec/iriq/path_shape_spec.rb[1:1:3],52,53,48,48,44,50,48,62,51,47,46,45,46,35,106,40,34,33,105
./spec/iriq/path_shape_spec.rb[1:1:4],37,40,37,38,38,38,37,45,39,37,38,36,32,27,31,27,27,26,34
./spec/iriq/path_shape_spec.rb[1:1:5],35,39,40,42,33,154,36,41,44,40,33,33,31,30,28,26,28,28,31
./spec/iriq/path_shape_spec.rb[1:1:6],34,46,38,39,234,109,36,320,40,38,34,230,36,28,29,25,27,26,46
./spec/iriq/path_shape_spec.rb[1:1:7],37,44,38,40,38,61,269,46,42,39,35,38,34,30,33,25,29,28,45
./spec/iriq/path_shape_spec.rb[1:1:8],37,40,35,35,34,43,38,40,36,34,31,33,31,27,26,23,25,26,41
./spec/iriq/path_shape_spec.rb[1:1:9],37,42,36,36,35,41,39,42,40,35,39,34,33,26,28,31,27,26,33
./spec/iriq/position_spec.rb[1:1:1],60,70,57,55,49,65,64,70,67,54,54,49,49,44,59,43,40,40,55
./spec/iriq/position_spec.rb[1:1:2],46,53,48,46,42,47,46,51,49,47,43,45,38,32,38,34,35,31,41
./spec/iriq/position_spec.rb[1:2:1],47,56,48,50,44,53,48,59,53,47,43,42,40,35,48,36,34,33,50
./spec/iriq/position_spec.rb[1:3:1],50,57,49,51,44,49,50,58,54,50,45,45,41,38,43,36,34,34,43
./spec/iriq/position_spec.rb[1:3:2],36,40,37,37,35,38,38,43,38,38,35,34,32,29,29,27,27,27,33
./spec/iriq/position_spec.rb[1:3:3],32,37,34,33,30,35,33,41,34,31,32,31,28,27,25,25,23,23,27
./spec/iriq/position_spec.rb[1:4:1],35,40,40,36,34,41,37,41,38,37,34,34,33,29,29,28,27,26,29
./spec/iriq/position_stats_spec.rb[1:1:1],44,55,47,47,40,49,46,55,51,49,44,43,38,34,40,33,33,31,47
./spec/iriq/position_stats_spec.rb[1:1:2],37,104,40,40,37,40,40,44,44,41,39,36,33,29,32,27,29,27,47
./spec/iriq/position_stats_spec.rb[1:1:3],61,70,58,58,53,60,61,68,64,62,59,55,50,44,50,42,43,41,67
./spec/iriq/position_stats_spec.rb[1:2:1],1147,810,477,399,7426,686,495,1119,880,457,414,404,357,410,483,330,322,322,466
./spec/iriq/position_stats_spec.rb[1:2:2],39,297,52,40,106,44,41,130,116,54,48,48,35,31,32,37,29,33,35
./spec/iriq/position_stats_spec.rb[1:3:1],48,130,53,47,95,52,49,113,102,58,53,54,43,39,39,39,36,38,44
./spec/iriq/property_spec.rb[1:1],63090,38908,41332,39048,32292,41958,56621,40025,37389,30090,42145,29161,35104,23755,26667,22242,22787,22266,28647
./spec/iriq/property_spec.rb[1:2],27973,45852,18882,32012,34280,19004,21502,40685,28769,23400,18735,26774,16544,14262,15665,13652,13735,13379,16958
./spec/iriq/property_spec.rb[1:3],99617,108855,83471,100352,84923,83802,114301,113329,97894,84348,81734,84203,74251,58260,67912,55445,57401,57604,68981
./spec/iriq/property_spec.rb[1:4],58491,76320,65739,86935,77953,67267,66949,86604,66460,56436,55889,53060,57196,39846,49406,37445,41664,39342,46070
./spec/iriq/property_spec.rb[1:5],41418,58081,55879,70244,34632,36297,61273,52456,42763,41026,40154,33914,32731,27307,31036,25490,27817,27039,30932
./spec/iriq/property_spec.rb[1:6],87471,133441,107694,153086,114957,116525,217752,200070,128543,107005,99593,104895,104409,67319,78922,64338,73334,67358,78283
./spec/iriq/property_spec.rb[1:7],120965,195501,155841,296522,132326,149027,350075,315837,151387,148021,131091,142412,134473,97275,106124,99547,108470,93854,113306
./spec/iriq/recognizer_proposal_spec.rb[1:1:1],90,105,96,108,99,110,115,125,108,200,92,104,109,96,100,76,84,92,99
./spec/iriq/recognizer_proposal_spec.rb[1:1:2],813,1079,907,1081,1037,1142,1095,1224,1058,2131,964,929,884,680,802,729,756,771,806
./spec/iriq/recognizer_proposal_spec.rb[1:1:3],1068,1301,1183,1316,1336,1349,1415,1478,1294,2393,1119,1122,1053,946,972,890,919,934,1011
./spec/iriq/recognizer_proposal_spec.rb[1:1:4],446,485,487,477,515,542,596,648,562,1099,488,457,441,349,421,314,381,378,550
./spec/iriq/recognizer_proposal_spec.rb[1:1:5],1093,1374,1229,1327,1205,1212,1521,1517,1316,2268,1104,1133,1027,960,984,925,959,929,861
./spec/iriq/recognizer_proposal_spec.rb[1:1:6],732,910,840,935,807,869,1025,1037,921,967,834,778,713,653,675,622,654,623,784
./spec/iriq/recognizer_proposal_spec.rb[1:1:7],825,1029,931,1063,918,977,1093,1176,1030,968,914,869,809,734,753,718,731,710,829
./spec/iriq/recognizer_proposal_spec.rb[1:2:1],60,74,66,76,71,126,89,89,73,74,67,62,59,55,58,50,54,56,63
./spec/iriq/recognizer_proposal_spec.rb[1:2:2],59,49,48,49,43,46,58,59,48,52,43,42,39,35,37,34,36,36,40
./spec/iriq/recognizer_proposal_spec.rb[1:2:3],49,61,57,67,55,62,68,75,62,58,54,53,49,44,47,43,44,45,50
./spec/iriq/recognizer_proposal_spec.rb[1:2:4],41,56,49,57,50,56,59,62,53,49,45,45,41,43,39,37,39,44,40
./spec/iriq/recognizer_spec.rb[1:1:1],52,59,53,60,57,55,68,182,62,55,55,53,46,47,49,43,42,48,49
